date,bank,account,subaccount,detail,value,multiple,raw_value,signed,shf_subaccount,shf_detail
1800-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,5.4,1000,5400,-5400,Capital,Capital
1802-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,15.1,1000,15100,-15100,Capital,Capital
1805-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,16.2,1000,16200,-16200,Capital,Capital
1810-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,43.5,1000,43500,-43500,Capital,Capital
1775-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,36,1000,36000,36000,Advances,Advances
1780-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,32.4,1000,32400,32400,Advances,Advances
1785-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,62.3,1000,62300,62300,Advances,Advances
1790-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,57.9,1000,57900,57900,Advances,Advances
1795-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,154.3,1000,154300,154300,Advances,Advances
1800-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,193.5,1000,193500,193500,Advances,Advances
1802-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,154.1,1000,154100,154100,Advances,Advances
1805-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,184.2,1000,184200,184200,Advances,Advances
1810-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,311,1000,311000,311000,Advances,Advances
1775-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,4.7,1000,4700,4700,Investments,Investments
1780-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,9.5,1000,9500,9500,Investments,Investments
1785-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,2.1,1000,2100,2100,Investments,Investments
1790-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,2.6,1000,2600,2600,Investments,Investments
1795-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,13.8,1000,13800,13800,Investments,Investments
1800-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,14.8,1000,14800,14800,Investments,Investments
1802-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,17.6,1000,17600,17600,Investments,Investments
1805-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,99.9,1000,99900,99900,Investments,Investments
1810-02-21,Dundee Banking Co,Assets,2. Investments and Liquid Assets,2. Investments and Liquid Assets,154.1,1000,154100,154100,Investments,Investments
1775-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,3.2,1000,3200,3200,Liquid Assets,Liquid Assets
1780-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,7.1,1000,7100,7100,Liquid Assets,Liquid Assets
1785-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,7.7,1000,7700,7700,Liquid Assets,Liquid Assets
1790-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,7.9,1000,7900,7900,Liquid Assets,Liquid Assets
1795-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,6.8,1000,6800,6800,Liquid Assets,Liquid Assets
1800-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,11.3,1000,11300,11300,Liquid Assets,Liquid Assets
1802-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,9.1,1000,9100,9100,Liquid Assets,Liquid Assets
1805-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,8,1000,8000,8000,Liquid Assets,Liquid Assets
1810-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,9,1000,9000,9000,Liquid Assets,Liquid Assets
1775-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,0.4,1000,400,400,Liquid Assets,Liquid Assets
1780-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,1.3,1000,1300,1300,Liquid Assets,Liquid Assets
1785-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,0.7,1000,700,700,Liquid Assets,Liquid Assets
1790-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,2,1000,2000,2000,Liquid Assets,Liquid Assets
1795-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,1.2,1000,1200,1200,Liquid Assets,Liquid Assets
1800-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,2.5,1000,2500,2500,Liquid Assets,Liquid Assets
1802-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,5.5,1000,5500,5500,Liquid Assets,Liquid Assets
1805-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,2.1,1000,2100,2100,Liquid Assets,Liquid Assets
1810-02-21,Dundee Banking Co,Assets,4. Sundries,4. Sundries,4.8,1000,4800,4800,Liquid Assets,Liquid Assets
1815-02-21,Dundee Banking Co,Liabilities,1. Note issue,1. Note issue,44.4,1000,44400,-44400,Notes,Notes
1820-02-21,Dundee Banking Co,Liabilities,1. Note issue,1. Note issue,32.2,1000,32200,-32200,Notes,Notes
1825-02-21,Dundee Banking Co,Liabilities,1. Note issue,1. Note issue,30.7,1000,30700,-30700,Notes,Notes
1830-02-21,Dundee Banking Co,Liabilities,1. Note issue,1. Note issue,26.3,1000,26300,-26300,Notes,Notes
1835-02-21,Dundee Banking Co,Liabilities,1. Note issue,1. Note issue,32,1000,32000,-32000,Notes,Notes
1840-02-21,Dundee Banking Co,Liabilities,1. Note issue,1. Note issue,31.2,1000,31200,-31200,Notes,Notes
1845-02-21,Dundee Banking Co,Liabilities,1. Note issue,1. Note issue,31,1000,31000,-31000,Notes,Notes
1850-02-21,Dundee Banking Co,Liabilities,1. Note issue,1. Note issue,28.5,1000,28500,-28500,Notes,Notes
1815-02-21,Dundee Banking Co,Liabilities,2. Deposits,2. Deposits,478,1000,478000,-478000,Deposits,Deposits
1820-02-21,Dundee Banking Co,Liabilities,2. Deposits,2. Deposits,332.5,1000,332500,-332500,Deposits,Deposits
1825-02-21,Dundee Banking Co,Liabilities,2. Deposits,2. Deposits,398.1,1000,398100,-398100,Deposits,Deposits
1830-02-21,Dundee Banking Co,Liabilities,2. Deposits,2. Deposits,419.6,1000,419600,-419600,Deposits,Deposits
1835-02-21,Dundee Banking Co,Liabilities,2. Deposits,2. Deposits,486.1,1000,486100,-486100,Deposits,Deposits
1840-02-21,Dundee Banking Co,Liabilities,2. Deposits,2. Deposits,501.1,1000,501100,-501100,Deposits,Deposits
1845-02-21,Dundee Banking Co,Liabilities,2. Deposits,2. Deposits,514.1,1000,514100,-514100,Deposits,Deposits
1850-02-21,Dundee Banking Co,Liabilities,2. Deposits,2. Deposits,624.2,1000,624200,-624200,Deposits,Deposits
1815-02-21,Dundee Banking Co,Equity,3. Capital and surplus,3. Capital and surplus,41.3,1000,41300,-41300,Capital,Capital
1820-02-21,Dundee Banking Co,Equity,3. Capital and surplus,3. Capital and surplus,18.5,1000,18500,-18500,Capital,Capital
1825-02-21,Dundee Banking Co,Equity,3. Capital and surplus,3. Capital and surplus,28.9,1000,28900,-28900,Capital,Capital
1830-02-21,Dundee Banking Co,Equity,3. Capital and surplus,3. Capital and surplus,30,1000,30000,-30000,Capital,Capital
1835-02-21,Dundee Banking Co,Equity,3. Capital and surplus,3. Capital and surplus,28.5,1000,28500,-28500,Capital,Capital
1840-02-21,Dundee Banking Co,Equity,3. Capital and surplus,3. Capital and surplus,65.1,1000,65100,-65100,Capital,Capital
1845-02-21,Dundee Banking Co,Equity,3. Capital and surplus,3. Capital and surplus,65.4,1000,65400,-65400,Capital,Capital
1850-02-21,Dundee Banking Co,Equity,3. Capital and surplus,3. Capital and surplus,79.3,1000,79300,-79300,Capital,Capital
1815-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,37.7,1000,37700,-37700,Capital,Capital
1820-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,2.5,1000,2500,-2500,Capital,Capital
1825-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,10.1,1000,10100,-10100,Capital,Capital
1830-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,1.6,1000,1600,-1600,Capital,Capital
1835-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,0.1,1000,100,-100,Capital,Capital
1840-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,5.8,1000,5800,-5800,Capital,Capital
1845-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,7.1,1000,7100,-7100,Capital,Capital
1850-02-21,Dundee Banking Co,Equity,4. Sundries,4. Sundries,7.8,1000,7800,-7800,Capital,Capital
1815-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,351,1000,351000,351000,Advances,Advances
1820-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,194.6,1000,194600,194600,Advances,Advances
1825-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,327.4,1000,327400,327400,Advances,Advances
1830-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,392.5,1000,392500,392500,Advances,Advances
1835-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,431.6,1000,431600,431600,Advances,Advances
1840-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,517.6,1000,517600,517600,Advances,Advances
1845-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,513.6,1000,513600,513600,Advances,Advances
1850-02-21,Dundee Banking Co,Assets,1. Advances,1. Advances,648.2,1000,648200,648200,Advances,Advances
1815-02-21,Dundee Banking Co,Assets,2. Investments and liquid assets,2. Investments and liquid assets,241.7,1000,241700,241700,Investments,Investments
1820-02-21,Dundee Banking Co,Assets,2. Investments and liquid assets,2. Investments and liquid assets,181.4,1000,181400,181400,Investments,Investments
1825-02-21,Dundee Banking Co,Assets,2. Investments and liquid assets,2. Investments and liquid assets,132.3,1000,132300,132300,Investments,Investments
1830-02-21,Dundee Banking Co,Assets,2. Investments and liquid assets,2. Investments and liquid assets,78.3,1000,78300,78300,Investments,Investments
1835-02-21,Dundee Banking Co,Assets,2. Investments and liquid assets,2. Investments and liquid assets,108.8,1000,108800,108800,Investments,Investments
1840-02-21,Dundee Banking Co,Assets,2. Investments and liquid assets,2. Investments and liquid assets,75.2,1000,75200,75200,Investments,Investments
1845-02-21,Dundee Banking Co,Assets,2. Investments and liquid assets,2. Investments and liquid assets,96.7,1000,96700,96700,Investments,Investments
1850-02-21,Dundee Banking Co,Assets,2. Investments and liquid assets,2. Investments and liquid assets,82.5,1000,82500,82500,Investments,Investments
1815-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,6.5,1000,6500,6500,Liquid Assets,Liquid Assets
1820-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,4.1,1000,4100,4100,Liquid Assets,Liquid Assets
1825-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,2.6,1000,2600,2600,Liquid Assets,Liquid Assets
1830-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,2.2,1000,2200,2200,Liquid Assets,Liquid Assets
1835-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,1.8,1000,1800,1800,Liquid Assets,Liquid Assets
1840-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,4.9,1000,4900,4900,Liquid Assets,Liquid Assets
1845-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,3.4,1000,3400,3400,Liquid Assets,Liquid Assets
1850-02-21,Dundee Banking Co,Assets,3. Specie,3. Specie,5.2,1000,5200,5200,Liquid Assets,Liquid Assets
1815-02-21,Dundee Banking Co,Assets,4. Sundry,4. Sundry,2.2,1000,2200,2200,Liquid Assets,Liquid Assets
1820-02-21,Dundee Banking Co,Assets,4. Sundry,4. Sundry,5.6,1000,5600,5600,Liquid Assets,Liquid Assets
1825-02-21,Dundee Banking Co,Assets,4. Sundry,4. Sundry,5.5,1000,5500,5500,Liquid Assets,Liquid Assets
1830-02-21,Dundee Banking Co,Assets,4. Sundry,4. Sundry,4.5,1000,4500,4500,Liquid Assets,Liquid Assets
1835-02-21,Dundee Banking Co,Assets,4. Sundry,4. Sundry,4.5,1000,4500,4500,Liquid Assets,Liquid Assets
1840-02-21,Dundee Banking Co,Assets,4. Sundry,4. Sundry,5.5,1000,5500,5500,Liquid Assets,Liquid Assets
1845-02-21,Dundee Banking Co,Assets,4. Sundry,4. Sundry,3.9,1000,3900,3900,Liquid Assets,Liquid Assets
1850-02-21,Dundee Banking Co,Assets,4. Sundry,4. Sundry,3.9,1000,3900,3900,Liquid Assets,Liquid Assets
1794-09-29,Royal Bank of Scotland,Liabilities,1. Note issue,1. Note issue,251,1000,251000,-251000,Notes,Notes
1795-03-30,Royal Bank of Scotland,Liabilities,1. Note issue,1. Note issue,325,1000,325000,-325000,Notes,Notes
1795-09-28,Royal Bank of Scotland,Liabilities,1. Note issue,1. Note issue,271,1000,271000,-271000,Notes,Notes
1797-03-31,Royal Bank of Scotland,Liabilities,1. Note issue,1. Note issue,339,1000,339000,-339000,Notes,Notes
1802-08-16,Royal Bank of Scotland,Liabilities,1. Note issue,1. Note issue,391,1000,391000,-391000,Notes,Notes
1794-09-29,Royal Bank of Scotland,Liabilities,2. Deposits,Edinburgh,383,1000,383000,-383000,Deposits,Deposits
1795-03-30,Royal Bank of Scotland,Liabilities,2. Deposits,Edinburgh,410,1000,410000,-410000,Deposits,Deposits
1795-09-28,Royal Bank of Scotland,Liabilities,2. Deposits,Edinburgh,394,1000,394000,-394000,Deposits,Deposits
1797-03-31,Royal Bank of Scotland,Liabilities,2. Deposits,Edinburgh,391,1000,391000,-391000,Deposits,Deposits
1802-08-16,Royal Bank of Scotland,Liabilities,2. Deposits,Edinburgh,422,1000,422000,-422000,Deposits,Deposits
1794-09-29,Royal Bank of Scotland,Liabilities,2. Deposits,Glasgow,246,1000,246000,-246000,Deposits,Deposits
1795-03-30,Royal Bank of Scotland,Liabilities,2. Deposits,Glasgow,277,1000,277000,-277000,Deposits,Deposits
1795-09-28,Royal Bank of Scotland,Liabilities,2. Deposits,Glasgow,335,1000,335000,-335000,Deposits,Deposits
1797-03-31,Royal Bank of Scotland,Liabilities,2. Deposits,Glasgow,314,1000,314000,-314000,Deposits,Deposits
1802-08-16,Royal Bank of Scotland,Liabilities,2. Deposits,Glasgow,484,1000,484000,-484000,Deposits,Deposits
1794-09-29,Royal Bank of Scotland,Liabilities,3. Owed other banks,(a) Sundry,2,1000,2000,-2000,Notes,Notes (other banks)
1795-03-30,Royal Bank of Scotland,Liabilities,3. Owed other banks,(a) Sundry,1,1000,1000,-1000,Notes,Notes (other banks)
1795-09-28,Royal Bank of Scotland,Liabilities,3. Owed other banks,(a) Sundry,,1000,0,0,Notes,Notes (other banks)
1797-03-31,Royal Bank of Scotland,Liabilities,3. Owed other banks,(a) Sundry,3,1000,3000,-3000,Notes,Notes (other banks)
1802-08-16,Royal Bank of Scotland,Liabilities,3. Owed other banks,(a) Sundry,,1000,0,0,Notes,Notes (other banks)
1794-09-29,Royal Bank of Scotland,Liabilities,3. Owed other banks,(b) Bank of Scotland,30,1000,30000,-30000,Notes,Notes (other banks)
1795-03-30,Royal Bank of Scotland,Liabilities,3. Owed other banks,(b) Bank of Scotland,30,1000,30000,-30000,Notes,Notes (other banks)
1795-09-28,Royal Bank of Scotland,Liabilities,3. Owed other banks,(b) Bank of Scotland,6,1000,6000,-6000,Notes,Notes (other banks)
1797-03-31,Royal Bank of Scotland,Liabilities,3. Owed other banks,(b) Bank of Scotland,30,1000,30000,-30000,Notes,Notes (other banks)
1802-08-16,Royal Bank of Scotland,Liabilities,3. Owed other banks,(b) Bank of Scotland,1,1000,1000,-1000,Notes,Notes (other banks)
1794-09-29,Royal Bank of Scotland,Equity,4. Sundry,4. Sundry,23,1000,23000,-23000,Capital,Capital
1795-03-30,Royal Bank of Scotland,Equity,4. Sundry,4. Sundry,45,1000,45000,-45000,Capital,Capital
1795-09-28,Royal Bank of Scotland,Equity,4. Sundry,4. Sundry,40,1000,40000,-40000,Capital,Capital
1797-03-31,Royal Bank of Scotland,Equity,4. Sundry,4. Sundry,36,1000,36000,-36000,Capital,Capital
1802-08-16,Royal Bank of Scotland,Equity,4. Sundry,4. Sundry,60,1000,60000,-60000,Capital,Capital
1794-09-29,Royal Bank of Scotland,Equity,5.Capital,5.Capital,1000,1000,1000000,-1000000,Capital,Capital
1795-03-30,Royal Bank of Scotland,Equity,5.Capital,5.Capital,1000,1000,1000000,-1000000,Capital,Capital
1795-09-28,Royal Bank of Scotland,Equity,5.Capital,5.Capital,1000,1000,1000000,-1000000,Capital,Capital
1797-03-31,Royal Bank of Scotland,Equity,5.Capital,5.Capital,1000,1000,1000000,-1000000,Capital,Capital
1802-08-16,Royal Bank of Scotland,Equity,5.Capital,5.Capital,1000,1000,1000000,-1000000,Capital,Capital
1794-09-29,Royal Bank of Scotland,Equity,Surplus,Surplus,145,1000,145000,-145000,Surplus,Surplus
1795-03-30,Royal Bank of Scotland,Equity,Surplus,Surplus,142,1000,142000,-142000,Surplus,Surplus
1795-09-28,Royal Bank of Scotland,Equity,Surplus,Surplus,148,1000,148000,-148000,Surplus,Surplus
1797-03-31,Royal Bank of Scotland,Equity,Surplus,Surplus,159,1000,159000,-159000,Surplus,Surplus
1802-08-16,Royal Bank of Scotland,Equity,Surplus,Surplus,191,1000,191000,-191000,Surplus,Surplus
1794-09-29,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(a) On bonds,131,1000,131000,131000,Advances,Bonds
1795-03-30,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(a) On bonds,112,1000,112000,112000,Advances,Bonds
1795-09-28,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(a) On bonds,97,1000,97000,97000,Advances,Bonds
1797-03-31,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(a) On bonds,92,1000,92000,92000,Advances,Bonds
1802-08-16,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(a) On bonds,71,1000,71000,71000,Advances,Bonds
1794-09-29,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Edinburgh,126,1000,126000,126000,Advances,Cash Accounts
1795-03-30,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Edinburgh,121,1000,121000,121000,Advances,Cash Accounts
1795-09-28,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Edinburgh,108,1000,108000,108000,Advances,Cash Accounts
1797-03-31,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Edinburgh,215,1000,215000,215000,Advances,Cash Accounts
1802-08-16,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Edinburgh,57,1000,57000,57000,Advances,Cash Accounts
1794-09-29,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Glasgow,84,1000,84000,84000,Advances,Cash Accounts
1795-03-30,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Glasgow,93,1000,93000,93000,Advances,Cash Accounts
1795-09-28,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Glasgow,58,1000,58000,58000,Advances,Cash Accounts
1797-03-31,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Glasgow,64,1000,64000,64000,Advances,Cash Accounts
1802-08-16,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(b) Cash a/cs: Glasgow,10,1000,10000,10000,Advances,Cash Accounts
1794-09-29,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Edinburgh,238,1000,238000,238000,Advances,Bills
1795-03-30,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Edinburgh,196,1000,196000,196000,Advances,Bills
1795-09-28,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Edinburgh,174,1000,174000,174000,Advances,Bills
1797-03-31,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Edinburgh,216,1000,216000,216000,Advances,Bills
1802-08-16,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Edinburgh,212,1000,212000,212000,Advances,Bills
1794-09-29,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Glasgow,391,1000,391000,391000,Advances,Bills
1795-03-30,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Glasgow,372,1000,372000,372000,Advances,Bills
1795-09-28,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Glasgow,326,1000,326000,326000,Advances,Bills
1797-03-31,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Glasgow,413,1000,413000,413000,Advances,Bills
1802-08-16,Royal Bank of Scotland,Assets,"1. Advances, heritable and personal",(c) Bills discounted: Glasgow,550,1000,550000,550000,Advances,Bills
1794-09-29,Royal Bank of Scotland,Assets,2. Specie,2. Specie,13,1000,13000,13000,Liquid Assets,Liquid Assets
1795-03-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,16,1000,16000,16000,Liquid Assets,Liquid Assets
1795-09-28,Royal Bank of Scotland,Assets,2. Specie,2. Specie,14,1000,14000,14000,Liquid Assets,Liquid Assets
1797-03-31,Royal Bank of Scotland,Assets,2. Specie,2. Specie,17,1000,17000,17000,Liquid Assets,Liquid Assets
1802-08-16,Royal Bank of Scotland,Assets,2. Specie,2. Specie,20,1000,20000,20000,Liquid Assets,Liquid Assets
1794-09-29,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,19,1000,19000,19000,Notes,Notes (other banks)
1795-03-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,18,1000,18000,18000,Notes,Notes (other banks)
1795-09-28,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,15,1000,15000,15000,Notes,Notes (other banks)
1797-03-31,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,20,1000,20000,20000,Notes,Notes (other banks)
1802-08-16,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,18,1000,18000,18000,Notes,Notes (other banks)
1794-09-29,Royal Bank of Scotland,Assets,4. Investments,(a) Bank stocks,426,1000,426000,426000,Investments,Bank stocks
1795-03-30,Royal Bank of Scotland,Assets,4. Investments,(a) Bank stocks,465,1000,465000,465000,Investments,Bank stocks
1795-09-28,Royal Bank of Scotland,Assets,4. Investments,(a) Bank stocks,491,1000,491000,491000,Investments,Bank stocks
1797-03-31,Royal Bank of Scotland,Assets,4. Investments,(a) Bank stocks,470,1000,470000,470000,Investments,Bank stocks
1802-08-16,Royal Bank of Scotland,Assets,4. Investments,(a) Bank stocks,416,1000,416000,416000,Investments,Bank stocks
1794-09-29,Royal Bank of Scotland,Assets,4. Investments,(b) Government obligations,113,1000,113000,113000,Investments,Government bonds
1795-03-30,Royal Bank of Scotland,Assets,4. Investments,(b) Government obligations,212,1000,212000,212000,Investments,Government bonds
1795-09-28,Royal Bank of Scotland,Assets,4. Investments,(b) Government obligations,341,1000,341000,341000,Investments,Government bonds
1797-03-31,Royal Bank of Scotland,Assets,4. Investments,(b) Government obligations,259,1000,259000,259000,Investments,Government bonds
1802-08-16,Royal Bank of Scotland,Assets,4. Investments,(b) Government obligations,570,1000,570000,570000,Investments,Government bonds
1794-09-29,Royal Bank of Scotland,Assets,5. Owed by other banks,(a) Sundry,162,1000,162000,162000,Notes,Liquid Assets
1795-03-30,Royal Bank of Scotland,Assets,5. Owed by other banks,(a) Sundry,213,1000,213000,213000,Notes,Liquid Assets
1795-09-28,Royal Bank of Scotland,Assets,5. Owed by other banks,(a) Sundry,196,1000,196000,196000,Notes,Liquid Assets
1797-03-31,Royal Bank of Scotland,Assets,5. Owed by other banks,(a) Sundry,160,1000,160000,160000,Notes,Liquid Assets
1802-08-16,Royal Bank of Scotland,Assets,5. Owed by other banks,(a) Sundry,244,1000,244000,244000,Notes,Liquid Assets
1794-09-29,Royal Bank of Scotland,Assets,5. Owed by other banks,(b) Bank of England,225,1000,225000,225000,Notes,London Assets
1795-03-30,Royal Bank of Scotland,Assets,5. Owed by other banks,(b) Bank of England,243,1000,243000,243000,Notes,London Assets
1795-09-28,Royal Bank of Scotland,Assets,5. Owed by other banks,(b) Bank of England,196,1000,196000,196000,Notes,London Assets
1797-03-31,Royal Bank of Scotland,Assets,5. Owed by other banks,(b) Bank of England,155,1000,155000,155000,Notes,London Assets
1802-08-16,Royal Bank of Scotland,Assets,5. Owed by other banks,(b) Bank of England,203,1000,203000,203000,Notes,London Assets
1794-09-29,Royal Bank of Scotland,Assets,6. Owed by Glasgow agent,6. Owed by Glasgow agent,79,1000,79000,79000,Notes,Glasgow
1795-03-30,Royal Bank of Scotland,Assets,6. Owed by Glasgow agent,6. Owed by Glasgow agent,80,1000,80000,80000,Notes,Glasgow
1795-09-28,Royal Bank of Scotland,Assets,6. Owed by Glasgow agent,6. Owed by Glasgow agent,80,1000,80000,80000,Notes,Glasgow
1797-03-31,Royal Bank of Scotland,Assets,6. Owed by Glasgow agent,6. Owed by Glasgow agent,103,1000,103000,103000,Notes,Glasgow
1802-08-16,Royal Bank of Scotland,Assets,6. Owed by Glasgow agent,6. Owed by Glasgow agent,110,1000,110000,110000,Notes,Glasgow
1794-09-29,Royal Bank of Scotland,Assets,7. Sundry,7. Sundry,73,1000,73000,73000,Liquid Assets,Liquid Assets
1795-03-30,Royal Bank of Scotland,Assets,7. Sundry,7. Sundry,89,1000,89000,89000,Liquid Assets,Liquid Assets
1795-09-28,Royal Bank of Scotland,Assets,7. Sundry,7. Sundry,98,1000,98000,98000,Liquid Assets,Liquid Assets
1797-03-31,Royal Bank of Scotland,Assets,7. Sundry,7. Sundry,88,1000,88000,88000,Liquid Assets,Liquid Assets
1802-08-16,Royal Bank of Scotland,Assets,7. Sundry,7. Sundry,68,1000,68000,68000,Liquid Assets,Liquid Assets
1817-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,2266,1000,2266000,-2266000,Deposits,Deposits
1819-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,1152,1000,1152000,-1152000,Deposits,Deposits
1821-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,1242,1000,1242000,-1242000,Deposits,Deposits
1823-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,1721,1000,1721000,-1721000,Deposits,Deposits
1825-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,1909,1000,1909000,-1909000,Deposits,Deposits
1817-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,217,1000,217000,-217000,Notes,Notes
1819-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,204,1000,204000,-204000,Notes,Notes
1821-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,224,1000,224000,-224000,Notes,Notes
1823-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,200,1000,200000,-200000,Notes,Notes
1825-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,246,1000,246000,-246000,Notes,Notes
1817-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,74,1000,74000,-74000,Notes,Notes (other banks)
1819-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,4,1000,4000,-4000,Notes,Notes (other banks)
